"報名","日期","版次","系統代碼","標題","廣告主","分類","品牌","影像URL"
"社會日報","1940-09-18","4","584031","專治花柳生殖泌尿科","克倫醫院","中西藥業  ","克倫醫院  ","https://mhdb.mh.sinica.edu.tw/newsp/image.php?kind=%E7%A4%BE%E6%9C%83%E6%97%A5%E5%A0%B1&listNo=584031"
"社會日報","1940-09-18","2/3","584035","白濁專家醫師姚佐穎親自應診","姚佐穎","中西藥業  ","姚佐穎  ","https://mhdb.mh.sinica.edu.tw/newsp/image.php?kind=%E7%A4%BE%E6%9C%83%E6%97%A5%E5%A0%B1&listNo=584035"
"社會日報","1940-09-18","2/3","584040","男用：專治男子白濁　女用：專治女子白帶","新星藥行","中西藥業  ","新樂的能  ","https://mhdb.mh.sinica.edu.tw/newsp/image.php?kind=%E7%A4%BE%E6%9C%83%E6%97%A5%E5%A0%B1&listNo=584040"
"社會日報","1940-09-18","4","584045","馳名全球　白濁專藥","德國戚爾鄧大藥房、上海柯爾登洋行","中西藥業  ","梅濁剋星  ","https://mhdb.mh.sinica.edu.tw/newsp/image.php?kind=%E7%A4%BE%E6%9C%83%E6%97%A5%E5%A0%B1&listNo=584045"
"蘇州新報","1940-09-18","06","968412","濕毒丹疥瘡藥品廣告",,,,"https://mhdb.mh.sinica.edu.tw/newsp/image.php?kind=%E8%98%87%E5%B7%9E%E6%96%B0%E5%A0%B1&listNo=968412"
"蘇州新報","1940-09-18","06","968400","感謝採芝堂大藥房靈藥治癒白濁梅毒",,,,"https://mhdb.mh.sinica.edu.tw/newsp/image.php?kind=%E8%98%87%E5%B7%9E%E6%96%B0%E5%A0%B1&listNo=968400"
"蘇州新報","1940-09-18","03","968356","猛力打淋淋病藥品廣告",,,,"https://mhdb.mh.sinica.edu.tw/newsp/image.php?kind=%E8%98%87%E5%B7%9E%E6%96%B0%E5%A0%B1&listNo=968356"
"社會日報","1940-09-19","4","584054","專治花柳生殖泌尿科","克倫醫院","中西藥業  ","克倫醫院  ","https://mhdb.mh.sinica.edu.tw/newsp/image.php?kind=%E7%A4%BE%E6%9C%83%E6%97%A5%E5%A0%B1&listNo=584054"
"社會日報","1940-09-19","2/3","584058","白濁專家醫師姚佐穎親自應診","姚佐穎","中西藥業  ","姚佐穎  ","https://mhdb.mh.sinica.edu.tw/newsp/image.php?kind=%E7%A4%BE%E6%9C%83%E6%97%A5%E5%A0%B1&listNo=584058"
"社會日報","1940-09-19","4","584050","負責包愈白濁","大生醫院","中西藥業  ","大生醫院  ","https://mhdb.mh.sinica.edu.tw/newsp/image.php?kind=%E7%A4%BE%E6%9C%83%E6%97%A5%E5%A0%B1&listNo=584050"
"社會日報","1940-09-19","2/3","584062","男用：專治男子白濁　女用：專治女子白帶","新星藥行","中西藥業  ","新樂的能  ","https://mhdb.mh.sinica.edu.tw/newsp/image.php?kind=%E7%A4%BE%E6%9C%83%E6%97%A5%E5%A0%B1&listNo=584062"
"蘇州新報","1940-09-19","06","968536","皮膚花柳科專門鍾介之醫師",,,,"https://mhdb.mh.sinica.edu.tw/newsp/image.php?kind=%E8%98%87%E5%B7%9E%E6%96%B0%E5%A0%B1&listNo=968536"
"蘇州新報","1940-09-19","06","968546","補虛白帶丸藥品廣告",,,,"https://mhdb.mh.sinica.edu.tw/newsp/image.php?kind=%E8%98%87%E5%B7%9E%E6%96%B0%E5%A0%B1&listNo=968546"
"蘇州新報","1940-09-19","05","968521","感謝採芝堂大藥房靈藥治癒白濁梅毒",,,,"https://mhdb.mh.sinica.edu.tw/newsp/image.php?kind=%E8%98%87%E5%B7%9E%E6%96%B0%E5%A0%B1&listNo=968521"
"蘇州新報","1940-09-19","03","968488","滅疳寧驅除蛔蟲藥品廣告",,,,"https://mhdb.mh.sinica.edu.tw/newsp/image.php?kind=%E8%98%87%E5%B7%9E%E6%96%B0%E5%A0%B1&listNo=968488"
"蘇州新報","1940-09-19","04","968505","利比兒淋病治療藥品廣告",,,,"https://mhdb.mh.sinica.edu.tw/newsp/image.php?kind=%E8%98%87%E5%B7%9E%E6%96%B0%E5%A0%B1&listNo=968505"
"蘇州新報","1940-09-19","06","968542","國藥淋濁丸--羣濟大藥社發行",,,,"https://mhdb.mh.sinica.edu.tw/newsp/image.php?kind=%E8%98%87%E5%B7%9E%E6%96%B0%E5%A0%B1&listNo=968542"
"社會日報","1940-09-20","2/3","584076","白濁專家醫師姚佐穎親自應診","姚佐穎","中西藥業  ","姚佐穎  ","https://mhdb.mh.sinica.edu.tw/newsp/image.php?kind=%E7%A4%BE%E6%9C%83%E6%97%A5%E5%A0%B1&listNo=584076"
"社會日報","1940-09-20","2/3","584082","男用：專治男子白濁　女用：專治女子白帶","新星藥行","中西藥業  ","新樂的能  ","https://mhdb.mh.sinica.edu.tw/newsp/image.php?kind=%E7%A4%BE%E6%9C%83%E6%97%A5%E5%A0%B1&listNo=584082"
"社會日報","1940-09-20","4","584073","專治花柳生殖泌尿科","克倫醫院","中西藥業  ","克倫醫院  ","https://mhdb.mh.sinica.edu.tw/newsp/image.php?kind=%E7%A4%BE%E6%9C%83%E6%97%A5%E5%A0%B1&listNo=584073"
"蘇州新報","1940-09-20","02","968622","感謝採芝堂大藥房靈藥治癒白濁梅毒",,,,"https://mhdb.mh.sinica.edu.tw/newsp/image.php?kind=%E8%98%87%E5%B7%9E%E6%96%B0%E5%A0%B1&listNo=968622"
"蘇州新報","1940-09-20","04","968644","濕毒丹疥瘡藥品廣告",,,,"https://mhdb.mh.sinica.edu.tw/newsp/image.php?kind=%E8%98%87%E5%B7%9E%E6%96%B0%E5%A0%B1&listNo=968644"
"蘇州新報","1940-09-20","04","968648","五淋拿根治淋藥品廣告",,,,"https://mhdb.mh.sinica.edu.tw/newsp/image.php?kind=%E8%98%87%E5%B7%9E%E6%96%B0%E5%A0%B1&listNo=968648"
"蘇州新報","1940-09-20","02","968623","皮膚花柳科專門鍾介之醫師",,,,"https://mhdb.mh.sinica.edu.tw/newsp/image.php?kind=%E8%98%87%E5%B7%9E%E6%96%B0%E5%A0%B1&listNo=968623"
"社會日報","1940-09-21","4","584093","專治花柳生殖泌尿科","克倫醫院","中西藥業  ","克倫醫院  ","https://mhdb.mh.sinica.edu.tw/newsp/image.php?kind=%E7%A4%BE%E6%9C%83%E6%97%A5%E5%A0%B1&listNo=584093"
"社會日報","1940-09-21","4","584097","砒製梅毒特效藥","信誼化學製藥廠","中西藥業  ","新惜花散  ","https://mhdb.mh.sinica.edu.tw/newsp/image.php?kind=%E7%A4%BE%E6%9C%83%E6%97%A5%E5%A0%B1&listNo=584097"
"社會日報","1940-09-21","2/3","584098","白濁專家醫師姚佐穎親自應診","姚佐穎","中西藥業  ","姚佐穎  ","https://mhdb.mh.sinica.edu.tw/newsp/image.php?kind=%E7%A4%BE%E6%9C%83%E6%97%A5%E5%A0%B1&listNo=584098"
"社會日報","1940-09-21","2/3","584102","男用：專治男子白濁　女用：專治女子白帶","新星藥行","中西藥業  ","新樂的能  ","https://mhdb.mh.sinica.edu.tw/newsp/image.php?kind=%E7%A4%BE%E6%9C%83%E6%97%A5%E5%A0%B1&listNo=584102"
"蘇州新報","1940-09-21","02","968742","感謝採芝堂大藥房靈藥治癒白濁梅毒",,,,"https://mhdb.mh.sinica.edu.tw/newsp/image.php?kind=%E8%98%87%E5%B7%9E%E6%96%B0%E5%A0%B1&listNo=968742"
"蘇州新報","1940-09-21","02","968743","皮膚花柳科專門鍾介之醫師",,,,"https://mhdb.mh.sinica.edu.tw/newsp/image.php?kind=%E8%98%87%E5%B7%9E%E6%96%B0%E5%A0%B1&listNo=968743"
"蘇州新報","1940-09-21","06","968813","國藥淋濁丸--羣濟大藥社發行",,,,"https://mhdb.mh.sinica.edu.tw/newsp/image.php?kind=%E8%98%87%E5%B7%9E%E6%96%B0%E5%A0%B1&listNo=968813"
"蘇州新報","1940-09-21","03","968764","利比兒淋病治療藥品廣告",,,,"https://mhdb.mh.sinica.edu.tw/newsp/image.php?kind=%E8%98%87%E5%B7%9E%E6%96%B0%E5%A0%B1&listNo=968764"
"蘇州新報","1940-09-21","06","968817","補虛白帶丸藥品廣告",,,,"https://mhdb.mh.sinica.edu.tw/newsp/image.php?kind=%E8%98%87%E5%B7%9E%E6%96%B0%E5%A0%B1&listNo=968817"
"社會日報","1940-09-22","2/3","584124","男用：專治男子白濁　女用：專治女子白帶","新星藥行","中西藥業  ","新樂的能  ","https://mhdb.mh.sinica.edu.tw/newsp/image.php?kind=%E7%A4%BE%E6%9C%83%E6%97%A5%E5%A0%B1&listNo=584124"
"社會日報","1940-09-22","2/3","584117","白濁專家醫師姚佐穎親自應診","姚佐穎","中西藥業  ","姚佐穎  ","https://mhdb.mh.sinica.edu.tw/newsp/image.php?kind=%E7%A4%BE%E6%9C%83%E6%97%A5%E5%A0%B1&listNo=584117"
"社會日報","1940-09-22","4","584113","專治花柳生殖泌尿科","克倫醫院","中西藥業  ","克倫醫院  ","https://mhdb.mh.sinica.edu.tw/newsp/image.php?kind=%E7%A4%BE%E6%9C%83%E6%97%A5%E5%A0%B1&listNo=584113"
"蘇州新報","1940-09-22","04","968902","濕毒丹疥瘡藥品廣告",,,,"https://mhdb.mh.sinica.edu.tw/newsp/image.php?kind=%E8%98%87%E5%B7%9E%E6%96%B0%E5%A0%B1&listNo=968902"
"蘇州新報","1940-09-22","06","969084","國藥淋濁丸--羣濟大藥社發行",,,,"https://mhdb.mh.sinica.edu.tw/newsp/image.php?kind=%E8%98%87%E5%B7%9E%E6%96%B0%E5%A0%B1&listNo=969084"
"蘇州新報","1940-09-22","06","969088","補虛白帶丸藥品廣告",,,,"https://mhdb.mh.sinica.edu.tw/newsp/image.php?kind=%E8%98%87%E5%B7%9E%E6%96%B0%E5%A0%B1&listNo=969088"
"蘇州新報","1940-09-22","05","969061","皮膚花柳科專門鍾介之醫師",,,,"https://mhdb.mh.sinica.edu.tw/newsp/image.php?kind=%E8%98%87%E5%B7%9E%E6%96%B0%E5%A0%B1&listNo=969061"
"蘇州新報","1940-09-22","05","969057","感謝採芝堂大藥房靈藥治癒白濁梅毒",,,,"https://mhdb.mh.sinica.edu.tw/newsp/image.php?kind=%E8%98%87%E5%B7%9E%E6%96%B0%E5%A0%B1&listNo=969057"
"蘇州新報","1940-09-22","05","968915","感謝採芝堂大藥房靈藥治癒白濁梅毒",,,,"https://mhdb.mh.sinica.edu.tw/newsp/image.php?kind=%E8%98%87%E5%B7%9E%E6%96%B0%E5%A0%B1&listNo=968915"
"社會日報","1940-09-23","4","584131","負責包愈白濁","大生醫院","中西藥業  ","大生醫院  ","https://mhdb.mh.sinica.edu.tw/newsp/image.php?kind=%E7%A4%BE%E6%9C%83%E6%97%A5%E5%A0%B1&listNo=584131"
"社會日報","1940-09-23","4","584137","專治花柳生殖泌尿科","克倫醫院","中西藥業  ","克倫醫院  ","https://mhdb.mh.sinica.edu.tw/newsp/image.php?kind=%E7%A4%BE%E6%9C%83%E6%97%A5%E5%A0%B1&listNo=584137"
"社會日報","1940-09-23","4","584149","馳名全球　白濁專藥","德國戚爾鄧大藥房、上海柯爾登洋行","中西藥業  ","梅濁剋星  ","https://mhdb.mh.sinica.edu.tw/newsp/image.php?kind=%E7%A4%BE%E6%9C%83%E6%97%A5%E5%A0%B1&listNo=584149"
"社會日報","1940-09-23","2/3","584145","男用：專治男子白濁　女用：專治女子白帶","新星藥行","中西藥業  ","新樂的能  ","https://mhdb.mh.sinica.edu.tw/newsp/image.php?kind=%E7%A4%BE%E6%9C%83%E6%97%A5%E5%A0%B1&listNo=584145"
"社會日報","1940-09-23","2/3","584140","白濁專家醫師姚佐穎親自應診","姚佐穎","中西藥業  ","姚佐穎  ","https://mhdb.mh.sinica.edu.tw/newsp/image.php?kind=%E7%A4%BE%E6%9C%83%E6%97%A5%E5%A0%B1&listNo=584140"
"蘇州新報","1940-09-23","03","969148","濕毒丹疥瘡藥品廣告",,,,"https://mhdb.mh.sinica.edu.tw/newsp/image.php?kind=%E8%98%87%E5%B7%9E%E6%96%B0%E5%A0%B1&listNo=969148"
"蘇州新報","1940-09-23","03","969151","猛力打淋淋病藥品廣告",,,,"https://mhdb.mh.sinica.edu.tw/newsp/image.php?kind=%E8%98%87%E5%B7%9E%E6%96%B0%E5%A0%B1&listNo=969151"
"蘇州新報","1940-09-23","05","969199","皮膚花柳科專門鍾介之醫師",,,,"https://mhdb.mh.sinica.edu.tw/newsp/image.php?kind=%E8%98%87%E5%B7%9E%E6%96%B0%E5%A0%B1&listNo=969199"
"蘇州新報","1940-09-23","05","969195","感謝採芝堂大藥房靈藥治癒白濁梅毒",,,,"https://mhdb.mh.sinica.edu.tw/newsp/image.php?kind=%E8%98%87%E5%B7%9E%E6%96%B0%E5%A0%B1&listNo=969195"
"社會日報","1940-09-24","2/3","584166","男用：專治男子白濁　女用：專治女子白帶","新星藥行","中西藥業  ","新樂的能  ","https://mhdb.mh.sinica.edu.tw/newsp/image.php?kind=%E7%A4%BE%E6%9C%83%E6%97%A5%E5%A0%B1&listNo=584166"
"社會日報","1940-09-24","2/3","584161","白濁專家醫師姚佐穎親自應診","姚佐穎","中西藥業  ","姚佐穎  ","https://mhdb.mh.sinica.edu.tw/newsp/image.php?kind=%E7%A4%BE%E6%9C%83%E6%97%A5%E5%A0%B1&listNo=584161"
"社會日報","1940-09-24","4","584157","專治花柳生殖泌尿科","克倫醫院","中西藥業  ","克倫醫院  ","https://mhdb.mh.sinica.edu.tw/newsp/image.php?kind=%E7%A4%BE%E6%9C%83%E6%97%A5%E5%A0%B1&listNo=584157"
"蘇州新報","1940-09-24","06","969361","國藥淋濁丸--羣濟大藥社發行",,,,"https://mhdb.mh.sinica.edu.tw/newsp/image.php?kind=%E8%98%87%E5%B7%9E%E6%96%B0%E5%A0%B1&listNo=969361"
"蘇州新報","1940-09-24","06","969365","補虛白帶丸藥品廣告",,,,"https://mhdb.mh.sinica.edu.tw/newsp/image.php?kind=%E8%98%87%E5%B7%9E%E6%96%B0%E5%A0%B1&listNo=969365"
"蘇州新報","1940-09-24","05","969342","皮膚花柳科專門鍾介之醫師",,,,"https://mhdb.mh.sinica.edu.tw/newsp/image.php?kind=%E8%98%87%E5%B7%9E%E6%96%B0%E5%A0%B1&listNo=969342"
"蘇州新報","1940-09-24","02","969283","感謝採芝堂大藥房靈藥治癒白濁梅毒",,,,"https://mhdb.mh.sinica.edu.tw/newsp/image.php?kind=%E8%98%87%E5%B7%9E%E6%96%B0%E5%A0%B1&listNo=969283"
"蘇州新報","1940-09-24","04","969327","塩野牌五淋拿根藥品廣告",,,,"https://mhdb.mh.sinica.edu.tw/newsp/image.php?kind=%E8%98%87%E5%B7%9E%E6%96%B0%E5%A0%B1&listNo=969327"
"社會日報","1940-09-25","4","584189","馳名全球　白濁專藥","德國戚爾鄧大藥房、上海柯爾登洋行","中西藥業  ","梅濁剋星  ","https://mhdb.mh.sinica.edu.tw/newsp/image.php?kind=%E7%A4%BE%E6%9C%83%E6%97%A5%E5%A0%B1&listNo=584189"
"社會日報","1940-09-25","2/3","584184","男用：專治男子白濁　女用：專治女子白帶","新星藥行","中西藥業  ","新樂的能  ","https://mhdb.mh.sinica.edu.tw/newsp/image.php?kind=%E7%A4%BE%E6%9C%83%E6%97%A5%E5%A0%B1&listNo=584184"
"社會日報","1940-09-25","2/3","584179","白濁專家醫師姚佐穎親自應診","姚佐穎","中西藥業  ","姚佐穎  ","https://mhdb.mh.sinica.edu.tw/newsp/image.php?kind=%E7%A4%BE%E6%9C%83%E6%97%A5%E5%A0%B1&listNo=584179"
"社會日報","1940-09-25","4","584174","專治花柳生殖泌尿科","克倫醫院","中西藥業  ","克倫醫院  ","https://mhdb.mh.sinica.edu.tw/newsp/image.php?kind=%E7%A4%BE%E6%9C%83%E6%97%A5%E5%A0%B1&listNo=584174"
"蘇州新報","1940-09-25","02","969419","感謝採芝堂大藥房靈藥治癒白濁梅毒",,,,"https://mhdb.mh.sinica.edu.tw/newsp/image.php?kind=%E8%98%87%E5%B7%9E%E6%96%B0%E5%A0%B1&listNo=969419"
"蘇州新報","1940-09-25","06","969504","濕毒丹疥瘡藥品廣告",,,,"https://mhdb.mh.sinica.edu.tw/newsp/image.php?kind=%E8%98%87%E5%B7%9E%E6%96%B0%E5%A0%B1&listNo=969504"
"蘇州新報","1940-09-25","05","969490","皮膚花柳科專門鍾介之醫師",,,,"https://mhdb.mh.sinica.edu.tw/newsp/image.php?kind=%E8%98%87%E5%B7%9E%E6%96%B0%E5%A0%B1&listNo=969490"
"社會日報","1940-09-26","4","584203","砒製梅毒特效藥","信誼化學製藥廠","中西藥業  ","新惜花散  ","https://mhdb.mh.sinica.edu.tw/newsp/image.php?kind=%E7%A4%BE%E6%9C%83%E6%97%A5%E5%A0%B1&listNo=584203"
"社會日報","1940-09-26","4","584192","負責包愈白濁","大生醫院","中西藥業  ","大生醫院  ","https://mhdb.mh.sinica.edu.tw/newsp/image.php?kind=%E7%A4%BE%E6%9C%83%E6%97%A5%E5%A0%B1&listNo=584192"
"社會日報","1940-09-26","2/3","584205","白濁專家醫師姚佐穎親自應診","姚佐穎","中西藥業  ","姚佐穎  ","https://mhdb.mh.sinica.edu.tw/newsp/image.php?kind=%E7%A4%BE%E6%9C%83%E6%97%A5%E5%A0%B1&listNo=584205"
"社會日報","1940-09-26","4","584200","專治花柳生殖泌尿科","克倫醫院","中西藥業  ","克倫醫院  ","https://mhdb.mh.sinica.edu.tw/newsp/image.php?kind=%E7%A4%BE%E6%9C%83%E6%97%A5%E5%A0%B1&listNo=584200"
"社會日報","1940-09-26","2/3","584209","男用：專治男子白濁　女用：專治女子白帶","新星藥行","中西藥業  ","新樂的能  ","https://mhdb.mh.sinica.edu.tw/newsp/image.php?kind=%E7%A4%BE%E6%9C%83%E6%97%A5%E5%A0%B1&listNo=584209"
"蘇州新報","1940-09-26","02","969558","感謝採芝堂大藥房靈藥治癒白濁梅毒",,,,"https://mhdb.mh.sinica.edu.tw/newsp/image.php?kind=%E8%98%87%E5%B7%9E%E6%96%B0%E5%A0%B1&listNo=969558"
"蘇州新報","1940-09-26","06","969645","國藥淋濁丸--羣濟大藥社發行",,,,"https://mhdb.mh.sinica.edu.tw/newsp/image.php?kind=%E8%98%87%E5%B7%9E%E6%96%B0%E5%A0%B1&listNo=969645"
"蘇州新報","1940-09-26","06","969649","補虛白帶丸藥品廣告",,,,"https://mhdb.mh.sinica.edu.tw/newsp/image.php?kind=%E8%98%87%E5%B7%9E%E6%96%B0%E5%A0%B1&listNo=969649"
"蘇州新報","1940-09-26","05","969626","皮膚花柳科專門鍾介之醫師",,,,"https://mhdb.mh.sinica.edu.tw/newsp/image.php?kind=%E8%98%87%E5%B7%9E%E6%96%B0%E5%A0%B1&listNo=969626"
"蘇州新報","1940-09-26","04","969603","利比兒淋病治療藥品廣告",,,,"https://mhdb.mh.sinica.edu.tw/newsp/image.php?kind=%E8%98%87%E5%B7%9E%E6%96%B0%E5%A0%B1&listNo=969603"
"社會日報","1940-09-27","4","584222","專治花柳生殖泌尿科","克倫醫院","中西藥業  ","克倫醫院  ","https://mhdb.mh.sinica.edu.tw/newsp/image.php?kind=%E7%A4%BE%E6%9C%83%E6%97%A5%E5%A0%B1&listNo=584222"
"社會日報","1940-09-27","2/3","584225","白濁專家醫師姚佐穎親自應診","姚佐穎","中西藥業  ","姚佐穎  ","https://mhdb.mh.sinica.edu.tw/newsp/image.php?kind=%E7%A4%BE%E6%9C%83%E6%97%A5%E5%A0%B1&listNo=584225"
"社會日報","1940-09-27","4","584234","馳名全球　白濁專藥","德國戚爾鄧大藥房、上海柯爾登洋行","中西藥業  ","梅濁剋星  ","https://mhdb.mh.sinica.edu.tw/newsp/image.php?kind=%E7%A4%BE%E6%9C%83%E6%97%A5%E5%A0%B1&listNo=584234"
"社會日報","1940-09-27","2/3","584230","男用：專治男子白濁　女用：專治女子白帶","新星藥行","中西藥業  ","新樂的能  ","https://mhdb.mh.sinica.edu.tw/newsp/image.php?kind=%E7%A4%BE%E6%9C%83%E6%97%A5%E5%A0%B1&listNo=584230"
